OBJECTID,Shape,id_compraventa,ano,coordenada_x,coordenada_y,nombre_compraventa,comuna_correg,barrio,direccion,tipo_compraventa,clasificacion_compraventa,tiempo_actividad_meses,dest_res_peligrosos,componentes_capacitado,entidades_capacitadoras,capacitado_ot_programas,cual_ot_programa,calidad_materiales,lunes,martes,miercoles,jueves,viernes,sabado,domingo,recoleccion_domicilio,compraventa_movil,compra_vende_almacena,beneficio,transf_materiaprima,transf_productermi,carro,motocarro,camioneta,camion,personal_contratado,personas_contratadas,f_diligenciamiento,Country
226,"(4718857.462700001, 2249173.753100002)",3059,2012,4718857.463,2249173.753,Chatarrer�a El Descanso,Comuna 8 Villa Hermosa,Trece de Noviembre,CR 19   56 HG  4,Informal,Compra y Venta de material,132,No los manipula.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/16/2012 20:54,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"(4718665.173900001, 2248276.6789999995)",3061,2012,4718665.174,2248276.679,Chatarrer�a Francisco,Comuna 8 Villa Hermosa,La Libertad,CR 20 C  56   63,Informal,Compra y Venta de material,24,No los manipula.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,No,0,11/16/2012 21:33,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"(4717423.8876, 2248583.3023999985)",3062,2012,4717423.888,2248583.302,Chatarrer�a El Rey,Comuna 9 Buenos Aires,Barrio Caicedo,CL 51   33   15,Informal,Compra y Venta de material,120,No los manipula.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,3,11/16/2012 23:22,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"(4719093.240600002, 2249070.185799999)",3063,2012,4719093.241,2249070.186,Chatarrer�a Gerardo,Comuna 8 Villa Hermosa,Trece de Noviembre,CR 18 C  56 HG  38,Informal,Compra y Venta de material,120,No los manipula.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,Si,Si,Si,2,11/16/2012 23:36,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"(4718368.5397, 2248796.5909)",3064,2012,4718368.54,2248796.591,Centro de Acopio Reciclaje Comunitario,Comuna 8 Villa Hermosa,El Pinal,CR 25 BB  56   65,Informal,Compra y Venta de material,360,No los manipula.,Organizacional,Prosperar.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,Si,No,No,No,Si,1,11/16/2012 23:50,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"(4718174.0127, 2249443.6316)",3065,2012,4718174.013,2249443.632,Chatarrer�a Libardo,Comuna 8 Villa Hermosa,Los Mangos,CR 27   59   94,Formal,Compra y Venta de material,72,No los manipula.,Organizacional,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/19/2012 13:57,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"(4717103.174800002, 2247567.760399999)",3066,2012,4717103.175,2247567.76,Compraventa La Oficina,Comuna 9 Buenos Aires,Loreto,CR 30 A  38 B  37,Formal,Compra y Venta de material,12,No los manipula en la compraventa.,Todos los anteriores,Municipio de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,1,11/19/2012 14:07,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,"(4717560.444300001, 2248503.5902000014)",3067,2012,4717560.444,2248503.59,Unidad Productiva Los Puentes,Comuna 9 Buenos Aires,Barrio Caicedo,CR 32   51   12,Formal,Compra y Venta de material,84,NR.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,No,No,No,No,Si,No,No,No,No,No,No,No,Si,1,11/21/2012 11:28,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"(4717335.169900001, 2248659.061899999)",3068,2012,4717335.17,2248659.062,Chatarrer�a Mar�a Virginia,Comuna 9 Buenos Aires,Barrio Caicedo,CL 51   34   36,Formal,Compra y Venta de material,36,No los manipula.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/21/2012 11:53,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"(4716598.8326, 2251996.0774000026)",3069,2012,4716598.833,2251996.077,Chatarrer�a La Palmera,Comuna 4 Aranjuez,Miranda,CL 80   50 C  114,Formal,Compra y Venta de material,72,No los manipula.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,Si,No,No,No,No,0,11/21/2012 13:13,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,"(4716799.351000001, 2251976.606300004)",3070,2012,4716799.351,2251976.606,Chatarrer�a El Buen Precio,Comuna 4 Aranjuez,Brasilia,CL 80   50 B  38,Informal,Compra y Venta de material,48,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/24/2012 10:23,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,"(4717986.6258000005, 2251223.9439000003)",3071,2012,4717986.626,2251223.944,Chatarrer�a La 39,Comuna 3 Manrique,Manrique Central No.2,CR 39   71 AA  5,Formal,Compra y Venta de material,84,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,36:50.0,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"(4715551.165400001, 2253722.9782)",3072,2012,4715551.165,2253722.978,Carlos Arturo V�lez,Comuna 5 Castilla,Castilla,CR 65   95   19,Informal,Compra y Venta de material,120,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,No,No,0,11/24/2012 10:50,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"(4712537.042200001, 2251414.8049000017)",3073,2012,4712537.042,2251414.805,Consuelo Monzaner,Comuna 12 La Am�rica,Calasanz Parte Alta,CL 54   82   57,Informal,Compra y Venta de material,144,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/24/2012 11:08,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"(4710004.498800001, 2249493.7233000044)",3110,2012,4710004.499,2249493.723,Ramiro Giraldo,Comuna 13 San Javier,Veinte de Julio,CR 109   39   18,Informal,Compra y Venta de material,1,No los compran.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/24/2012 15:40,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"(4709875.560300002, 2249519.0928000044)",3112,2012,4709875.56,2249519.093,Chatarrer�a Aristi,Comuna 13 San Javier,Veinte de Julio,CL 39 B  110   19,Formal,Compra y Venta de material,12,No los manipula.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/26/2012 19:31,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"(4710651.2499, 2250048.5769999996)",3113,2012,4710651.25,2250048.577,Luis Eduardo �lvarez Bedoya,Comuna 13 San Javier,San Javier No.1,CL 43   99   36,Formal,Transformaci�n,132,No los manipula.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,No,Si,Si,Si,No,No,No,No,Si,30,11/26/2012 19:48,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,"(4711404.663200001, 2250298.5175)",3114,2012,4711404.663,2250298.518,La Isla,Comuna 13 San Javier,Los Alcazares,CR 93   48 A  50,Informal,Compra y Venta de material,48,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,0,11/28/2012 15:36,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,"(4714853.265500001, 2253897.360600004)",3151,2012,4714853.266,2253897.361,Gloria Elena Ram�rez,Comuna 6 Doce de Octubre,La Esperanza,CR 74   94   107,Formal,Compra y Venta de material,1,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,0,11/28/2012 15:54,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,"(4714741.6534, 2254446.319700001)",3152,2012,4714741.653,2254446.32,Cristian Adolfo Ram�rez Tob�n,Comuna 6 Doce de Octubre,San Mart�n de Porres,CL 98   75 B  54,Formal,Compra y Venta de material,4,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,No,No,No,No,Si,Si,No,0,11/28/2012 16:19,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"(4714773.726500002, 2251826.6558999997)",3153,2012,4714773.727,2251826.656,Guatas y Acolchados,Comuna 5 Castilla,El Progreso,CR 67   71   116,Informal,Compra y Venta de material,6,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,1,11/28/2012 16:36,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"(4709805.206000001, 2249356.503200002)",3427,2012,4709805.206,2249356.503,Dar�o Fl�rez,Comuna 13 San Javier,Las Independencias,CR 112   34 DD  128,Informal,Compra y Venta de material,1,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,0,11/28/2012 17:19,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,"(4715825.757100002, 2250043.3910000026)",3428,2012,4715825.757,2250043.391,Demoliciones La Paz,Comuna 10 La Candelaria,Estaci�n Villa,CL 57   53   32,Informal,Compra y Venta de material,8,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/28/2012 17:28,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"(4716211.089000001, 2254446.0943)",3429,2012,4716211.089,2254446.094,Chatarrer�a Colias,Comuna 5 Castilla,Belalcazar,CL 103   64   35,Informal,Compra y Venta de material,48,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,Si,1,11/28/2012 17:41,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"(4717101.550500002, 2255864.8981000036)",3430,2012,4717101.551,2255864.898,Chatarrer�a Alejo,Comuna 5 Castilla,Toscana,CR 62 E  113 CC  74,Formal,Compra y Venta de material,36,No los manipula.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,Si,No,No,No,No,0,11/29/2012 15:43,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,"(4709990.6642, 2248879.6111000013)",3431,2012,4709990.664,2248879.611,Guillermo Le�n Guzm�n,Comuna 13 San Javier,Betania,CL 34 B  106   25,Formal,"Compra, Venta y Beneficio",36,No los manipula.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,No,0,11/29/2012 15:51,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"(4710241.345500001, 2249045.2415000014)",3432,2012,4710241.346,2249045.242,Rubiela P�rez,Comuna 13 San Javier,Betania,CR 106 C  34 F  50,Informal,Compra y Venta de material,240,No los manipula.,Todos los anteriores,Secretar�a de Salud de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,4,11/29/2012 16:02,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,"(4710976.983099999, 2251289.555700004)",3433,2012,4710976.983,2251289.556,Viviana S�nchez, ,Sin Nombre,CR 99 EE  49 AA  55,Informal,Compra y Venta de material,240,No los compran.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,1,11/29/2012 16:16,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"(4712193.553300001, 2244955.727000002)",3578,2012,4712193.553,2244955.727,Recicladora La 1 Sur,Comuna 16 Bel�n,El Rinc�n,CL 1  Sur 79   29,Informal,Compra y Venta de material,36,No los compra.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,8,11/29/2012 16:27,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"(4712192.525200001, 2245399.6214000043)",3579,2012,4712192.525,2245399.621,Chatarrer�a Jos�,Comuna 16 Bel�n,El Rinc�n,CR 78 B  3   104,Informal,Compra y Venta de material,72,No los manejan.,Ninguna,NR.,No,NR.,Malos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/29/2012 16:34,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"(4717327.376200001, 2255440.9518999998)",3580,2012,4717327.376,2255440.952,Chatarrer�a Ofelia P�rez,Comuna 2 Santa Cruz,La Frontera,CR 52   120   1,Informal,Compra y Venta de material,2,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,1,45:29.0,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"(4717324.765400002, 2255448.904500002)",3581,2012,4717324.765,2255448.905,Chatarrer�a La 120,Comuna 2 Santa Cruz,La Frontera,CR 52   120   3,Formal,Compra y Venta de material,360,No los manipula.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,No,0,11/29/2012 16:46,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,"(4717244.0333, 2255447.8917999994)",3582,2012,4717244.033,2255447.892,El Barbao,Comuna 2 Santa Cruz,La Frontera,CL 120   52   94,Informal,Compra y Venta de material,72,No los manipula.,Ninguna,NR.,No,NR.,Malos,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,No,0,11/29/2012 20:38,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,"(4716938.1105, 2254010.8818999995)",3583,2012,4716938.111,2254010.882,Excedentes Alcar�z,Comuna 2 Santa Cruz,Santa Cruz,CR 50 C  100   17,Formal,"Compra, Venta y Beneficio",60,No llegan a la compraventa.,Todos los anteriores,Cooperenka.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,No,Si,No,No,No,No,No,No,Si,7,11/29/2012 21:00,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"(4711376.6177, 2250291.284400003)",3584,2012,4711376.618,2250291.284,Recicladora y Chatarrer�a La Isla,Comuna 13 San Javier,Los Alcazares,CR 93   48 A  52,Informal,"Compra, Venta y Beneficio",48,No los manipula.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,Si,No,No,No,No,Si,Si,Si,2,11/29/2012 21:33,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"(4714620.1783, 2254141.531199999)",3585,2012,4714620.178,2254141.531,Chatarrer�a Jairo,Comuna 6 Doce de Octubre,San Mart�n de Porres,CR 76   95   127,Formal,Compra y Venta de material,3,No los manipula.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,No,No,0,11/30/2012 12:37,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"(4717233.494400001, 2255519.1811999995)",3593,2012,4717233.494,2255519.181,Chatarrer�a Edgar,Comuna 2 Santa Cruz,La Frontera,CL 120   52   92,Formal,Compra y Venta de material,12,per no los manipula,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,3,11/30/2012 13:11,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,"(4715258.553300001, 2254181.595300004)",3594,2012,4715258.553,2254181.595,Chatarrer�a Edgar Cardona,Comuna 6 Doce de Octubre,La Esperanza,CR 72 A  97   80,Formal,"Compra, Venta y Beneficio",72,No no los manipula.,Todos los anteriores,�rea Metropolitana del Valle de Aburr� y Asei Ltda.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,Si,No,No,No,Si,No,No,Si,13,11/30/2012 13:22,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,"(4713826.921000001, 2246525.4214000013)",3659,2012,4713826.921,2246525.421,FYM Reciclaje,Comuna 15 Guayabal,Trinidad,CR 65 G  24   61,Formal,Compra y Venta de material,4,No los manipula.,Organizacional,�rea Metropolitana del Valle de Aburr�.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,Si,3,11/30/2012 13:00,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,"(4714395.465300001, 2247474.174300002)",3660,2012,4714395.465,2247474.174,Colombiana kimberly (fibra),Comuna 16 Bel�n,Cerro Nutibara,CL 30 A  58   14,Formal,Compra y Venta de material,12,No los manipula.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,8,11/30/2012 13:31,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,"(4714491.4691, 2247473.1872999985)",3661,2012,4714491.469,2247473.187,Intermediaria de Reciclaje,Comuna 16 Bel�n,Cerro Nutibara,CL 30 A  57   12,Formal,Compra y Venta de material,24,NR.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,1,11/30/2012 13:41,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,"(4713790.8508, 2246587.065899998)",3662,2012,4713790.851,2246587.066,Recimed,Comuna 15 Guayabal,Trinidad,CL 25   65 G  16,Formal,Compra y Venta de material,108,NR.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,Si,No,No,No,No,0,04:23.0,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,"(4714385.534400001, 2247441.0631000027)",3663,2012,4714385.534,2247441.063,Acopio Coomulvit,Comuna 15 Guayabal,Tenche,CL 30 A  58   31,Formal,Compra y Venta de material,6,NR.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,No,0,12/4/2012 19:14,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,"(4717328.994800002, 2255558.540000001)",3664,2012,4717328.995,2255558.54,Excedentes Industriales JC S.A.S,Comuna 2 Santa Cruz,La Frontera,CR 52   120 A  117,Informal,Compra y Venta de material,12,No los compra.,Ninguna,NR.,No,NR.,Regulares,No,Si,Si,No,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,0,12/4/2012 19:26,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,"(4713116.323500001, 2246726.500099998)",3665,2012,4713116.324,2246726.5,Excedentes La 25,Comuna 16 Bel�n,San Bernardo,CL 25   72   18,Formal,Compra y Venta de material,168,No los compra.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,12/4/2012 19:39,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,"(4709141.7265, 2249810.3192999996)",3782,2012,4709141.727,2249810.319,Chatarrer�a El Mu�eco,Comuna 13 San Javier,El Salado,CR 120   39 FC  31,Formal,Compra y Venta de material,26,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,1,12/10/2012 9:52,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,"(4710042.087900001, 2249255.5661999993)",3783,2012,4710042.088,2249255.566,La Nueva Gloria,Comuna 13 San Javier,Las Independencias,CR 109   35 F  60,Informal,Compra y Venta de material,36,No los manipulan.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,1,12/10/2012 9:49,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,"(4710006.925800001, 2250453.876900004)",3784,2012,4710006.926,2250453.877,Chatarrer�a Don Miguel,Comuna 13 San Javier,Antonio Nari�o,CL 48 B  107 B  54,Informal,Compra y Venta de material,180,No los compran.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,12/10/2012 9:39,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"(4709400.052700001, 2249420.990600003)",3785,2012,4709400.053,2249420.991,Luis Correa Zapata,Comuna 13 San Javier,Nuevos Conquistadores,CR 115 B  39 A  48,Informal,Compra y Venta de material,48,No los manipula.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,3,12/10/2012 9:48,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,"(4717454.476400002, 2252504.9300999977)",4016,2012,4717454.476,2252504.93,Chatarrer�a La Marranea,Comuna 4 Aranjuez,Las Esmeraldas,CR 46 A  86   34,Formal,Compra y Venta de material,72,No los compra.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,0,12/10/2012 10:04,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,"(4710948.221099999, 2247298.8003000002)",4017,2012,4710948.221,2247298.8,Dep�sito La 88,Comuna 16 Bel�n,Las Violetas,CR 88   30 B  59,Formal,Compra y Venta de material,120,No los compran ni los recolectan.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,1,12/10/2012 10:08,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,"(4717018.738300002, 2253399.725800002)",4018,2012,4717018.738,2253399.726,Chatarrer�a BG,Comuna 4 Aranjuez,San Isidro,CR 50 A  94   115,Formal,Compra y Venta de material,96,No los manipula.,Organizacional,Secretar�a de Salud de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,1,12/10/2012 10:11,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,"(4717605.695300002, 2253476.683600001)",4019,2012,4717605.695,2253476.684,Chatarrer�a El Mono,Comuna 1 Popular,Villa Guadalupe,CL 96   45 A  70,Informal,Compra y Venta de material,12,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,7,12/10/2012 10:22,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,"(4717443.3972, 2251988.4429)",4020,2012,4717443.397,2251988.443,Excedentes Fernando,Comuna 4 Aranjuez,Campo Valdes No.1,CR 46   81   54,Informal,Compra y Venta de material,96,NR.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,No,No,0,12/10/2012 10:24,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,"(4711735.8977, 2246912.3090000004)",4021,2012,4711735.898,2246912.309,Chatarrer�a Ram�n Reciclajes,Comuna 16 Bel�n,Altavista,CR 83   26   41,Informal,Compra y Venta de material,24,No los manipula.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,No,No,0,12/10/2012 9:48,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"(4714469.8128, 2246700.4356999993)",4022,2012,4714469.813,2246700.436,Corporaci�n Lo Bueno de Reciclar,Comuna 15 Guayabal,Trinidad,CR 57   24   56,Informal,Compra y Venta de material,14,No los manipula.,Organizacional,Empresas Varias de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,12/10/2012 10:00,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"(4712726.249000002, 2247476.0034000017)",4023,2012,4712726.249,2247476.003,Chatarrer�a Beta,Comuna 16 Bel�n,Bel�n,CR 77   31   50,Informal,Compra y Venta de material,120,No los manipula.,Todos los anteriores,Municipio de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,0,12/10/2012 10:19,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
